Pcp,Group,Product,ICAR,AQScore,Age,Gender,Residence,Choice
1xn153mwi,ASC,job,13,105,41,Female,US,Consistent
1xn153mwi,ASC,orange juice,13,105,41,Female,US,Consistent
1xn153mwi,ASC,paper towels,13,105,41,Female,US,Consistent
1xn153mwi,ASC,printer,13,105,41,Female,US,Consistent
1xn153mwi,ASC,USB drive,13,105,41,Female,US,Consistent
1xn153mwi,ASC,walking shoes,13,105,41,Female,US,Consistent
272zh06t5,ASC,apartment,9,83,41,Male,UK,Consistent
272zh06t5,ASC,cell phone,9,83,41,Male,UK,Consistent
272zh06t5,ASC,headphones,9,83,41,Male,UK,Inconsistent
272zh06t5,ASC,highlighter,9,83,41,Male,UK,Consistent
272zh06t5,ASC,job,9,83,41,Male,UK,Consistent
272zh06t5,ASC,orange juice,9,83,41,Male,UK,Inconsistent
272zh06t5,ASC,paper towels,9,83,41,Male,UK,Consistent
272zh06t5,ASC,printer,9,83,41,Male,UK,Consistent
272zh06t5,ASC,USB drive,9,83,41,Male,UK,Consistent
272zh06t5,ASC,walking shoes,9,83,41,Male,UK,Consistent
2bedq008s,ASC,apartment,5,102,41,Female,UK,Consistent
2bedq008s,ASC,cell phone,5,102,41,Female,UK,Consistent
2bedq008s,ASC,headphones,5,102,41,Female,UK,Consistent
2bedq008s,ASC,highlighter,5,102,41,Female,UK,Consistent
2bedq008s,ASC,job,5,102,41,Female,UK,Inconsistent
2bedq008s,ASC,orange juice,5,102,41,Female,UK,Inconsistent
2bedq008s,ASC,paper towels,5,102,41,Female,UK,Inconsistent
2bedq008s,ASC,printer,5,102,41,Female,UK,Inconsistent
2bedq008s,ASC,USB drive,5,102,41,Female,UK,Consistent
2bedq008s,ASC,walking shoes,5,102,41,Female,UK,Consistent
2n3l3jmiu,ASC,apartment,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,cell phone,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,headphones,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,highlighter,16,82,67,Male,UK,Inconsistent
2n3l3jmiu,ASC,job,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,orange juice,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,paper towels,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,printer,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,USB drive,16,82,67,Male,UK,Consistent
2n3l3jmiu,ASC,walking shoes,16,82,67,Male,UK,Consistent
2qm9xoxar,ASC,apartment,11,109,31,NA,UK,Consistent
2qm9xoxar,ASC,cell phone,11,109,31,NA,UK,Consistent
2qm9xoxar,ASC,headphones,11,109,31,NA,UK,Consistent
2qm9xoxar,ASC,highlighter,11,109,31,NA,UK,Consistent
2qm9xoxar,ASC,job,11,109,31,NA,UK,Consistent
2qm9xoxar,ASC,orange juice,11,109,31,NA,UK,Consistent
2qm9xoxar,ASC,paper towels,11,109,31,NA,UK,Inconsistent
2qm9xoxar,ASC,printer,11,109,31,NA,UK,Inconsistent
2qm9xoxar,ASC,USB drive,11,109,31,NA,UK,Consistent
2qm9xoxar,ASC,walking shoes,11,109,31,NA,UK,Consistent
2wqiwdqwp,ASC,apartment,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,cell phone,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,headphones,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,highlighter,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,job,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,orange juice,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,paper towels,15,95,25,Male,UK,Inconsistent
2wqiwdqwp,ASC,printer,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,USB drive,15,95,25,Male,UK,Consistent
2wqiwdqwp,ASC,walking shoes,15,95,25,Male,UK,Inconsistent
3nyp999fq,ASC,apartment,9,84,39,Male,UK,Consistent
3nyp999fq,ASC,cell phone,9,84,39,Male,UK,Consistent
3nyp999fq,ASC,headphones,9,84,39,Male,UK,Inconsistent
3nyp999fq,ASC,highlighter,9,84,39,Male,UK,Consistent
3nyp999fq,ASC,job,9,84,39,Male,UK,Consistent
3nyp999fq,ASC,orange juice,9,84,39,Male,UK,Inconsistent
3nyp999fq,ASC,paper towels,9,84,39,Male,UK,Consistent
3nyp999fq,ASC,printer,9,84,39,Male,UK,Consistent
3nyp999fq,ASC,USB drive,9,84,39,Male,UK,Consistent
3nyp999fq,ASC,walking shoes,9,84,39,Male,UK,Consistent
40s1hv3xn,ASC,apartment,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,cell phone,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,headphones,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,highlighter,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,job,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,orange juice,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,paper towels,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,printer,16,94,46,Female,US,Inconsistent
40s1hv3xn,ASC,USB drive,16,94,46,Female,US,Consistent
40s1hv3xn,ASC,walking shoes,16,94,46,Female,US,Consistent
46htofla8,ASC,apartment,12,91,65,Female,US,Consistent
46htofla8,ASC,cell phone,12,91,65,Female,US,Consistent
46htofla8,ASC,headphones,12,91,65,Female,US,Consistent
46htofla8,ASC,highlighter,12,91,65,Female,US,Inconsistent
46htofla8,ASC,job,12,91,65,Female,US,Inconsistent
46htofla8,ASC,orange juice,12,91,65,Female,US,Consistent
46htofla8,ASC,paper towels,12,91,65,Female,US,Inconsistent
46htofla8,ASC,printer,12,91,65,Female,US,Consistent
46htofla8,ASC,USB drive,12,91,65,Female,US,Consistent
46htofla8,ASC,walking shoes,12,91,65,Female,US,Inconsistent
4bvhvpgwf,ASC,apartment,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,cell phone,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,headphones,8,112,34,Female,NA,Inconsistent
4bvhvpgwf,ASC,highlighter,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,job,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,orange juice,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,paper towels,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,printer,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,USB drive,8,112,34,Female,NA,Consistent
4bvhvpgwf,ASC,walking shoes,8,112,34,Female,NA,Consistent
4wdrh645b,ASC,apartment,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,cell phone,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,headphones,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,highlighter,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,job,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,orange juice,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,paper towels,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,printer,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,USB drive,14,76,49,Female,UK,Consistent
4wdrh645b,ASC,walking shoes,14,76,49,Female,UK,Consistent
5ppx9cikl,ASC,apartment,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,cell phone,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,headphones,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,highlighter,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,job,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,orange juice,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,paper towels,16,99,38,Female,UK,Inconsistent
5ppx9cikl,ASC,printer,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,USB drive,16,99,38,Female,UK,Consistent
5ppx9cikl,ASC,walking shoes,16,99,38,Female,UK,Consistent
5puvoea77,ASC,apartment,13,88,24,Male,UK,Consistent
5puvoea77,ASC,cell phone,13,88,24,Male,UK,Consistent
5puvoea77,ASC,headphones,13,88,24,Male,UK,Inconsistent
5puvoea77,ASC,highlighter,13,88,24,Male,UK,Consistent
5puvoea77,ASC,job,13,88,24,Male,UK,Inconsistent
5puvoea77,ASC,orange juice,13,88,24,Male,UK,Consistent
5puvoea77,ASC,paper towels,13,88,24,Male,UK,Inconsistent
5puvoea77,ASC,printer,13,88,24,Male,UK,Inconsistent
5puvoea77,ASC,USB drive,13,88,24,Male,UK,Inconsistent
5puvoea77,ASC,walking shoes,13,88,24,Male,UK,Inconsistent
5rvmi6rbt,ASC,apartment,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,cell phone,7,82,21,Female,UK,Inconsistent
5rvmi6rbt,ASC,headphones,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,highlighter,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,job,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,orange juice,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,paper towels,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,printer,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,USB drive,7,82,21,Female,UK,Consistent
5rvmi6rbt,ASC,walking shoes,7,82,21,Female,UK,Consistent
62jthxq7o,ASC,apartment,13,97,22,Female,UK,Consistent
62jthxq7o,ASC,cell phone,13,97,22,Female,UK,Inconsistent
62jthxq7o,ASC,headphones,13,97,22,Female,UK,Consistent
62jthxq7o,ASC,highlighter,13,97,22,Female,UK,Consistent
62jthxq7o,ASC,job,13,97,22,Female,UK,Inconsistent
62jthxq7o,ASC,orange juice,13,97,22,Female,UK,Consistent
62jthxq7o,ASC,paper towels,13,97,22,Female,UK,Consistent
62jthxq7o,ASC,printer,13,97,22,Female,UK,Consistent
62jthxq7o,ASC,USB drive,13,97,22,Female,UK,Inconsistent
62jthxq7o,ASC,walking shoes,13,97,22,Female,UK,Consistent
6797ur0gj,ASC,apartment,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,cell phone,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,headphones,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,highlighter,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,job,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,orange juice,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,paper towels,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,printer,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,USB drive,10,99,42,Female,UK,Consistent
6797ur0gj,ASC,walking shoes,10,99,42,Female,UK,Consistent
6nb0jwyr4,ASC,apartment,14,79,21,Female,US,Consistent
6nb0jwyr4,ASC,cell phone,14,79,21,Female,US,Consistent
6nb0jwyr4,ASC,headphones,14,79,21,Female,US,Inconsistent
6nb0jwyr4,ASC,highlighter,14,79,21,Female,US,Inconsistent
6nb0jwyr4,ASC,job,14,79,21,Female,US,Consistent
6nb0jwyr4,ASC,orange juice,14,79,21,Female,US,Inconsistent
6nb0jwyr4,ASC,paper towels,14,79,21,Female,US,Inconsistent
6nb0jwyr4,ASC,printer,14,79,21,Female,US,Inconsistent
6nb0jwyr4,ASC,USB drive,14,79,21,Female,US,Inconsistent
6nb0jwyr4,ASC,walking shoes,14,79,21,Female,US,Consistent
7gjlnqpdg,ASC,apartment,1,79,54,Female,UK,Inconsistent
7gjlnqpdg,ASC,cell phone,1,79,54,Female,UK,Inconsistent
7gjlnqpdg,ASC,headphones,1,79,54,Female,UK,Consistent
7gjlnqpdg,ASC,highlighter,1,79,54,Female,UK,Inconsistent
7gjlnqpdg,ASC,job,1,79,54,Female,UK,Inconsistent
7gjlnqpdg,ASC,orange juice,1,79,54,Female,UK,Consistent
7gjlnqpdg,ASC,paper towels,1,79,54,Female,UK,Consistent
7gjlnqpdg,ASC,printer,1,79,54,Female,UK,Inconsistent
7gjlnqpdg,ASC,USB drive,1,79,54,Female,UK,Inconsistent
7gjlnqpdg,ASC,walking shoes,1,79,54,Female,UK,Inconsistent
7nii1obt9,ASC,apartment,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,cell phone,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,headphones,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,highlighter,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,job,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,orange juice,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,paper towels,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,printer,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,USB drive,11,94,32,Female,UK,Consistent
7nii1obt9,ASC,walking shoes,11,94,32,Female,UK,Consistent
7yhhbzew7,ASC,apartment,15,83,18,Female,UK,Consistent
7yhhbzew7,ASC,cell phone,15,83,18,Female,UK,Inconsistent
7yhhbzew7,ASC,headphones,15,83,18,Female,UK,Consistent
7yhhbzew7,ASC,highlighter,15,83,18,Female,UK,Consistent
7yhhbzew7,ASC,job,15,83,18,Female,UK,Consistent
7yhhbzew7,ASC,orange juice,15,83,18,Female,UK,Consistent
7yhhbzew7,ASC,paper towels,15,83,18,Female,UK,Inconsistent
7yhhbzew7,ASC,printer,15,83,18,Female,UK,Consistent
7yhhbzew7,ASC,USB drive,15,83,18,Female,UK,Inconsistent
7yhhbzew7,ASC,walking shoes,15,83,18,Female,UK,Inconsistent
85n2iy1xr,ASC,apartment,9,97,48,Female,UK,Consistent
85n2iy1xr,ASC,cell phone,9,97,48,Female,UK,Consistent
85n2iy1xr,ASC,headphones,9,97,48,Female,UK,Consistent
85n2iy1xr,ASC,highlighter,9,97,48,Female,UK,Inconsistent
85n2iy1xr,ASC,job,9,97,48,Female,UK,Consistent
85n2iy1xr,ASC,orange juice,9,97,48,Female,UK,Consistent
85n2iy1xr,ASC,paper towels,9,97,48,Female,UK,Inconsistent
85n2iy1xr,ASC,printer,9,97,48,Female,UK,Consistent
85n2iy1xr,ASC,USB drive,9,97,48,Female,UK,Consistent
85n2iy1xr,ASC,walking shoes,9,97,48,Female,UK,Consistent
b3yiioamr,ASC,apartment,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,cell phone,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,headphones,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,highlighter,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,job,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,orange juice,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,paper towels,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,printer,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,USB drive,2,85,52,Male,UK,Consistent
b3yiioamr,ASC,walking shoes,2,85,52,Male,UK,Consistent
bkq5ty5hk,ASC,apartment,10,98,29,Female,UK,Inconsistent
bkq5ty5hk,ASC,cell phone,10,98,29,Female,UK,Consistent
bkq5ty5hk,ASC,headphones,10,98,29,Female,UK,Consistent
bkq5ty5hk,ASC,highlighter,10,98,29,Female,UK,Consistent
bkq5ty5hk,ASC,job,10,98,29,Female,UK,Inconsistent
bkq5ty5hk,ASC,orange juice,10,98,29,Female,UK,Consistent
bkq5ty5hk,ASC,paper towels,10,98,29,Female,UK,Consistent
bkq5ty5hk,ASC,printer,10,98,29,Female,UK,Inconsistent
bkq5ty5hk,ASC,USB drive,10,98,29,Female,UK,Inconsistent
bkq5ty5hk,ASC,walking shoes,10,98,29,Female,UK,Consistent
cd115bhjp,ASC,apartment,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,cell phone,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,headphones,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,highlighter,8,92,62,Male,UK,Inconsistent
cd115bhjp,ASC,job,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,orange juice,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,paper towels,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,printer,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,USB drive,8,92,62,Male,UK,Consistent
cd115bhjp,ASC,walking shoes,8,92,62,Male,UK,Consistent
cvuwgu90z,ASC,apartment,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,cell phone,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,headphones,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,highlighter,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,job,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,orange juice,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,paper towels,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,printer,16,93,45,Male,US,Consistent
cvuwgu90z,ASC,USB drive,16,93,45,Male,US,Inconsistent
cvuwgu90z,ASC,walking shoes,16,93,45,Male,US,Inconsistent
dn7for0mx,ASC,apartment,4,82,23,Female,UK,Consistent
dn7for0mx,ASC,cell phone,4,82,23,Female,UK,Consistent
dn7for0mx,ASC,headphones,4,82,23,Female,UK,Inconsistent
dn7for0mx,ASC,highlighter,4,82,23,Female,UK,Consistent
dn7for0mx,ASC,job,4,82,23,Female,UK,Inconsistent
dn7for0mx,ASC,orange juice,4,82,23,Female,UK,Consistent
dn7for0mx,ASC,paper towels,4,82,23,Female,UK,Consistent
dn7for0mx,ASC,printer,4,82,23,Female,UK,Consistent
dn7for0mx,ASC,USB drive,4,82,23,Female,UK,Consistent
dn7for0mx,ASC,walking shoes,4,82,23,Female,UK,Consistent
ebhyl99z8,ASC,apartment,12,104,20,Female,UK,Consistent
ebhyl99z8,ASC,cell phone,12,104,20,Female,UK,Inconsistent
ebhyl99z8,ASC,headphones,12,104,20,Female,UK,Inconsistent
ebhyl99z8,ASC,highlighter,12,104,20,Female,UK,Inconsistent
ebhyl99z8,ASC,job,12,104,20,Female,UK,Consistent
ebhyl99z8,ASC,orange juice,12,104,20,Female,UK,Consistent
ebhyl99z8,ASC,paper towels,12,104,20,Female,UK,Inconsistent
ebhyl99z8,ASC,printer,12,104,20,Female,UK,Consistent
ebhyl99z8,ASC,USB drive,12,104,20,Female,UK,Inconsistent
ebhyl99z8,ASC,walking shoes,12,104,20,Female,UK,Consistent
eu4zw20g0,ASC,apartment,14,96,48,Male,UK,Inconsistent
eu4zw20g0,ASC,cell phone,14,96,48,Male,UK,Inconsistent
eu4zw20g0,ASC,headphones,14,96,48,Male,UK,Inconsistent
eu4zw20g0,ASC,highlighter,14,96,48,Male,UK,Inconsistent
eu4zw20g0,ASC,job,14,96,48,Male,UK,Consistent
eu4zw20g0,ASC,orange juice,14,96,48,Male,UK,Inconsistent
eu4zw20g0,ASC,paper towels,14,96,48,Male,UK,Consistent
eu4zw20g0,ASC,printer,14,96,48,Male,UK,Inconsistent
eu4zw20g0,ASC,USB drive,14,96,48,Male,UK,Consistent
eu4zw20g0,ASC,walking shoes,14,96,48,Male,UK,Consistent
f69pr4ok2,ASC,apartment,8,101,31,Female,UK,Consistent
f69pr4ok2,ASC,cell phone,8,101,31,Female,UK,Inconsistent
f69pr4ok2,ASC,headphones,8,101,31,Female,UK,Inconsistent
f69pr4ok2,ASC,highlighter,8,101,31,Female,UK,Inconsistent
f69pr4ok2,ASC,job,8,101,31,Female,UK,Consistent
f69pr4ok2,ASC,orange juice,8,101,31,Female,UK,Inconsistent
f69pr4ok2,ASC,paper towels,8,101,31,Female,UK,Inconsistent
f69pr4ok2,ASC,printer,8,101,31,Female,UK,Consistent
f69pr4ok2,ASC,USB drive,8,101,31,Female,UK,Consistent
f69pr4ok2,ASC,walking shoes,8,101,31,Female,UK,Consistent
ffcal8r3k,ASC,apartment,11,93,36,Male,UK,Inconsistent
ffcal8r3k,ASC,cell phone,11,93,36,Male,UK,Consistent
ffcal8r3k,ASC,headphones,11,93,36,Male,UK,Consistent
ffcal8r3k,ASC,highlighter,11,93,36,Male,UK,Consistent
ffcal8r3k,ASC,job,11,93,36,Male,UK,Consistent
ffcal8r3k,ASC,orange juice,11,93,36,Male,UK,Inconsistent
ffcal8r3k,ASC,paper towels,11,93,36,Male,UK,Inconsistent
ffcal8r3k,ASC,printer,11,93,36,Male,UK,Inconsistent
ffcal8r3k,ASC,USB drive,11,93,36,Male,UK,Consistent
ffcal8r3k,ASC,walking shoes,11,93,36,Male,UK,Inconsistent
fvdirxprd,ASC,apartment,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,cell phone,14,92,52,Male,UK,Inconsistent
fvdirxprd,ASC,headphones,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,highlighter,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,job,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,orange juice,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,paper towels,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,printer,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,USB drive,14,92,52,Male,UK,Consistent
fvdirxprd,ASC,walking shoes,14,92,52,Male,UK,Consistent
g7br1vsco,ASC,apartment,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,cell phone,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,headphones,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,highlighter,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,job,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,orange juice,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,paper towels,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,printer,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,USB drive,8,109,64,Male,UK,Consistent
g7br1vsco,ASC,walking shoes,8,109,64,Male,UK,Consistent
h3ypqoxrn,ASC,apartment,16,103,41,Male,UK,Consistent
h3ypqoxrn,ASC,cell phone,16,103,41,Male,UK,Consistent
h3ypqoxrn,ASC,headphones,16,103,41,Male,UK,Consistent
h3ypqoxrn,ASC,highlighter,16,103,41,Male,UK,Inconsistent
h3ypqoxrn,ASC,job,16,103,41,Male,UK,Consistent
h3ypqoxrn,ASC,orange juice,16,103,41,Male,UK,Inconsistent
h3ypqoxrn,ASC,paper towels,16,103,41,Male,UK,Inconsistent
h3ypqoxrn,ASC,printer,16,103,41,Male,UK,Consistent
h3ypqoxrn,ASC,USB drive,16,103,41,Male,UK,Inconsistent
h3ypqoxrn,ASC,walking shoes,16,103,41,Male,UK,Consistent
hbdpofk5s,ASC,apartment,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,cell phone,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,headphones,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,highlighter,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,job,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,orange juice,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,paper towels,15,90,49,Female,US,Inconsistent
hbdpofk5s,ASC,printer,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,USB drive,15,90,49,Female,US,Consistent
hbdpofk5s,ASC,walking shoes,15,90,49,Female,US,Inconsistent
hgt5j7hdy,ASC,apartment,6,105,65,Male,US,Consistent
hgt5j7hdy,ASC,cell phone,6,105,65,Male,US,Inconsistent
hgt5j7hdy,ASC,headphones,6,105,65,Male,US,Consistent
hgt5j7hdy,ASC,highlighter,6,105,65,Male,US,Consistent
hgt5j7hdy,ASC,job,6,105,65,Male,US,Inconsistent
hgt5j7hdy,ASC,orange juice,6,105,65,Male,US,Consistent
hgt5j7hdy,ASC,paper towels,6,105,65,Male,US,Consistent
hgt5j7hdy,ASC,printer,6,105,65,Male,US,Consistent
hgt5j7hdy,ASC,USB drive,6,105,65,Male,US,Consistent
hgt5j7hdy,ASC,walking shoes,6,105,65,Male,US,Inconsistent
hgxif985f,ASC,apartment,7,71,54,Male,UK,Consistent
hgxif985f,ASC,cell phone,7,71,54,Male,UK,Consistent
hgxif985f,ASC,headphones,7,71,54,Male,UK,Consistent
hgxif985f,ASC,highlighter,7,71,54,Male,UK,Inconsistent
hgxif985f,ASC,job,7,71,54,Male,UK,Consistent
